"","playerId","player","team","conference","category","statType","stat"
"1","389142","Armando Allen Jr.","Notre Dame","FBS Independents","passing","YPA","10.0"
"2","184792","James Aldridge","Notre Dame","FBS Independents","rushing","YPC","3.8"
"3","193157","Nate Whitaker","Notre Dame","FBS Independents","kicking","FGM","0"
"4","389142","Armando Allen Jr.","Notre Dame","FBS Independents","receiving","YPR","5.2"
"5","150292","John Carlson","Notre Dame","FBS Independents","receiving","REC","40"
"6","189203","Luke Schmidt","Notre Dame","FBS Independents","receiving","LONG","10"
"7","174099","Evan Sharpley","Notre Dame","FBS Independents","rushing","LONG","13"
"8","189195","Robby Parris","Notre Dame","FBS Independents","receiving","YPR","12.4"
"9","193157","Nate Whitaker","Notre Dame","FBS Independents","kicking","XPM","1"
"10","389142","Armando Allen Jr.","Notre Dame","FBS Independents","receiving","REC","24"
"11","237399","Robert Hughes","Notre Dame","FBS Independents","rushing","YPC","5.5"
"12","189198","Munir Prince","Notre Dame","FBS Independents","puntReturns","LONG","-8"
"13","161730","Junior Jabbie","Notre Dame","FBS Independents","rushing","YDS","35"
"14","174089","D.J. Hord","Notre Dame","FBS Independents","receiving","YDS","7"
"15","184791","George West","Notre Dame","FBS Independents","receiving","YDS","172"
"16","174099","Evan Sharpley","Notre Dame","FBS Independents","passing","YPA","5.3"
"17","150336","Travis Thomas","Notre Dame","FBS Independents","receiving","REC","1"
"18","174099","Evan Sharpley","Notre Dame","FBS Independents","passing","PCT","0.550"
"19","189209","Will Yeatman","Notre Dame","FBS Independents","receiving","YPR","6.2"
"20","150339","Tom Zbikowski","Notre Dame","FBS Independents","puntReturns","AVG","7.1"
"21","189190","Demetrius Jones","Notre Dame","FBS Independents","passing","YPA","1.3"
"22","161730","Junior Jabbie","Notre Dame","FBS Independents","receiving","REC","14"
"23","161730","Junior Jabbie","Notre Dame","FBS Independents","receiving","YDS","123"
"24","184791","George West","Notre Dame","FBS Independents","receiving","TD","0"
"25","389142","Armando Allen Jr.","Notre Dame","FBS Independents","passing","TD","0"
"26","189190","Demetrius Jones","Notre Dame","FBS Independents","rushing","YPC","2.3"
"27","174085","David Grimes","Notre Dame","FBS Independents","receiving","TD","2"
"28","184792","James Aldridge","Notre Dame","FBS Independents","rushing","LONG","43"
"29","237399","Robert Hughes","Notre Dame","FBS Independents","receiving","YDS","17"
"30","189191","Eric Maust","Notre Dame","FBS Independents","punting","NO","21"
"31","237411","Mike Ragone","Notre Dame","FBS Independents","receiving","YDS","7"
"32","193157","Nate Whitaker","Notre Dame","FBS Independents","kicking","PTS","1"
"33","174099","Evan Sharpley","Notre Dame","FBS Independents","rushing","CAR","38"
"34","237416","Brian Smith","Notre Dame","FBS Independents","interceptions","AVG","25.0"
"35","189203","Luke Schmidt","Notre Dame","FBS Independents","receiving","YPR","5.3"
"36","231813","Jimmy Clausen","Notre Dame","FBS Independents","passing","COMPLETIONS","138"
"37","237416","Brian Smith","Notre Dame","FBS Independents","interceptions","INT","1"
"38","237425","Brandon Walker","Notre Dame","FBS Independents","kicking","PCT","0.500"
"39","237411","Mike Ragone","Notre Dame","FBS Independents","receiving","YPR","7.0"
"40","479732","Maurice Crum Jr.","Notre Dame","FBS Independents","interceptions","TD","0"
"41","237399","Robert Hughes","Notre Dame","FBS Independents","rushing","YDS","294"
